INDEX,도메인,카테고리,상품명,상품평,데이터구분
7481,가전,주방가전,(TV_방송중무료체험)○○ 나**,"소독도 되고 너무 좋아요
칼도 디자인이 마음에들어요 칼갈이가 있어서 더좋은것 같애요.",쇼핑몰
7482,가전,주방가전,(TV_방송중무료체험)○○ 나**,"수저셋트 칼 모든 걸 함께 소독하고 공간도 넓어져서 좋아요~
색상도 고급스러워 맘에 들어요~",쇼핑몰
7483,가전,주방가전,(TV_방송중무료체험)○○ 나**,"식기류나 칼에서 균이 많다고 해서 살균기를 구입 기능이 짱짱
디자인도 너무 마음에 들어요",쇼핑몰
7484,가전,주방가전,(TV_방송중무료체험)○○ 나**,아주 편합니다.살균소독되어서 안심입니다.저는화이트로 주문해서 예쁩니다^^,쇼핑몰
7485,가전,주방가전,(TV_방송중무료체험)○○ 나**,"어머님집에 사드리고 이번엔 울집~
생각보다 크지만 튼튼해보이고 이쁘네요^^ 
색상도 이뻐서 만족합니다",쇼핑몰
7486,가전,주방가전,(TV_방송중무료체험)○○ 나**,"예쁘고,  산뜻해요 ^^ 살균되니 깨끗해서 안심되고 좋아요. 굿~~~",쇼핑몰
7487,가전,주방가전,(TV_방송중무료체험)○○ 나**,"위생적일것 같고 색 만족합니다,디자인도 만족합니다,칼도 모두 만족합니다",쇼핑몰
7488,가전,주방가전,(TV_방송중무료체험)○○ 나**,"이렇게 편리할수가 써보니 넘 좋으네요
우선정리정돈되니 깔끔해서좋고 살균소독되니 건강두 짱입니다",쇼핑몰
7489,가전,주방가전,(TV_방송중무료체험)○○ 나**,"디자인이 너무너무 이쁘네용^^
와이프가 겁나 좋아하네요.
칼도 무게가 적당히 무거워 그립감과 절삭력이 좋아요",쇼핑몰
7490,가전,주방가전,(TV_방송중무료체험)○○ 나**,"잘 샀어요^^ 디자인이 예뻐서 주방 분위기도 살고 컬러 톤도 잘 맞아 깔끔해졌네요~
강력추천^^",쇼핑몰
7491,가전,주방가전,(TV_방송중무료체험)○○ 나**,"전부터 구매하고픈 상품이엇는데 가격이 부담스러워 망설엿다가 큰맘먹고 엄마께 선물해드렷어요 무엇보다 칼이 잘 썰리고 디자인도 깔끔하니깐 넘 좋아요 엄마도 좋아하시고ᆢ
하지만 소독 건조기능이 조금 약한게 흠이랄까?ㅠㅠ",쇼핑몰
7492,가전,주방가전,(TV_방송중무료체험)○○ 나**,젓가락 숟가락 소독에 잘 드는칼까지 완전 짱입니다^^ 주방기구 정리기능도되고 덕분에 깔끔해졌어요 만족^^,쇼핑몰
7493,가전,주방가전,(TV_방송중무료체험)○○ 나**,주방이 깨끗이 정리된 느낌이네요  디자인도 맘에 쏙 들고 너무 좋아요 주방기구 케어기능 좋아서 너무 만족합니다,쇼핑몰
7494,가전,주방가전,(TV_방송중무료체험)○○ 나**,"디자인이 산뜻해서 주방이깔끔하고 예뻐졌어요 가끔수저 소독하는데 살균기 구매해서 편하게 살균소독 할수있어서 좋넉요
적립금 사용해서 착한가격에 잘 샀어요",쇼핑몰
7495,가전,주방가전,(TV_방송중무료체험)○○ 나**,"칼과  수저등을  살균과  소독을 할수 있어서
위생적으로  사용하게되어서 조아요
색상도 예뻐서 주방이 산뜻해졌어요",쇼핑몰
7496,가전,주방가전,(TV_방송중무료체험)○○ 나**,"칼과 수저등을 살균 소독할수 있고  
칼도  갈수 있어서   아주 조아요
가격도 합리적이라 만족합니다",쇼핑몰
7497,가전,주방가전,(TV_방송중무료체험)○○ 나**,칼도 너무 잘들고 디자인도 넘~~예쁘요 칼 갈이가있어서 남편에게 부탁안해도 되어서 정말좋아요,쇼핑몰
7498,가전,주방가전,(TV_방송중무료체험)○○ 나**,칼이나 가위 길이가 짧아 사용시 불편합니다.  그리고 과도는 끝이 너무 뾰족해서 무서워요.  강력 비추입니다.,쇼핑몰
7499,가전,주방가전,(TV_방송중무료체험)○○ 나**,사용하기 편하고 위생적으로도좋고 칼도 너무 잘쓰고있어요,쇼핑몰
7500,가전,주방가전,(TV_방송중무료체험)○○ 나**,"편해서 좋아요.
따로 살균ㆍ소독하지 않아도 되고,
자주(설거지 할때마다) 사용하고 있어요
칼갈이 기능도 있어 더 좋아요",쇼핑몰
7501,가전,주방가전,(TV_상시)쿠** 나이프케어 시즌2,디자인이 너무 이쁘고 좋네요~사은품 칼세트도 마음에 들어요~^^소독이 되어서 좋고 주방이 환해졌어요~강추합니다,쇼핑몰
7502,가전,주방가전,(TV_상시)쿠** 나이프케어 시즌2,"좋은가격에 잘 받았습니다. 고장 없이 오래 사용 할 수 있기를 바래봅니다. 
편리한 기능 추천합니다~",쇼핑몰
7503,가전,주방가전,(TV_상시)쿠** 나이프케어 시즌2,"화면과 똑같이 예쁩니다
칼세트도 약간의 무게감 있고 잘 썰어집니다",쇼핑몰
7504,가전,주방가전,(TV_세일)○○ V**,딱  필요한  큰  병과   칼날.  구성이  간편해  좋긴한데 칼날이 달랑 1개네요. 무뎌지면  새로 주문들어가야하나요?  칼날이 1개인게  아쉬워  별  한개  뺐어요. 그 외에는 사용하기 편하고  좋아요.,쇼핑몰
7505,가전,주방가전,(TV_세일)○○ V**,"가격도 만족~ 배송도 만족~ 물품도 만족합니다

다만, 손잡이 부분이 잡고 사용하기에는
편하다고 하였는데 제가 잡아보니 잡고 있기에
약간 버겁고 장시간 사용시에는불편하다고 생각이 듭니다

다른부분들에 대해선 만족합니다",쇼핑몰
7506,가전,주방가전,(TV_세일)○○ V**,가격도 좋고 사용하기에도 너무너무 편하고 좋아요 ^^,쇼핑몰
7507,가전,주방가전,(TV_세일)○○ V**,"간편하고 손쉽게사용할수있어 아주좋아요~~^^
좋은 가격에 구매했는데 가성비 짱!!",쇼핑몰
7508,가전,주방가전,(TV_세일)○○ V**,갖고싶던핸듬ㄱ서기를좋은가격에득템해서너무나좋았습니다.단지손으로들고오래하긴무리인듯싶게조금무겁습니다,쇼핑몰
7509,가전,주방가전,(TV_세일)○○ V**,계속 누르고 있어야 작동되니 손가락이 아파요. 참고하세요. 소릳느 엄청 커요. 다른건 괜찮음,쇼핑몰
7510,가전,주방가전,(TV_세일)○○ V**,"광고 방송때만큼 곱게 걀아지지 않네요
사용법이 편리하긴 해요^^",쇼핑몰
7511,가전,주방가전,(TV_세일)○○ V**,구성이 딱 필요한것만  들어있네요 완전 착한가격에 잘 산것같아요,쇼핑몰
7512,가전,주방가전,(TV_세일)○○ V**,"구형핸드블렌더도 써봤는데요
지금거는 디자인이 더 슬림하고 파워도더세고
칼날이 일체형이라 편하고
좋아요~



",쇼핑몰
7513,가전,주방가전,(TV_세일)○○ V**,하자 없는 제품으로 받아서 너~무 잘 쓰고 있어요. 다양한 요리에 사용이 편리해서 좋네요~~^^,쇼핑몰
7514,가전,주방가전,(TV_세일)○○ V**,"다기능이라서 정말 좋아요 손쉽게 사용하고
씻기도 간편해서 장말 잘쓰고잊어요
",쇼핑몰
7515,가전,주방가전,(TV_세일)○○ V**,"다른 부속품 있어도 잘 사용하지 않으니까 딱 기본만 있는 것도 괜찮네요
적립금까지 생각하면 저렴한 것 같아요~",쇼핑몰
7516,가전,주방가전,(TV_세일)○○ V**,"다른분쇄기보다 가격은조금비싸지만 성능은 꽤좋습니다.
잘상다는 생각이드네요.",쇼핑몰
7517,가전,주방가전,(TV_세일)○○ V**,"핸드블렌더 사고 싶었는데...
할인할때 구입할 수 있어서 좋았어요!
작동도 잘 되고 좋네요!
",쇼핑몰
7518,가전,주방가전,(TV_세일)○○ V**,"○○○를 저렴한 가격에 구매 하였어요^^
○○○ 유명하죠^^전에쓰던것이 고장나 이번에 새로 샀는데^^기능에 반했어요. 넘 좋네요ㅋㅋ 착한가격에 구매하여 만족도는 200프로~~^^",쇼핑몰
7519,가전,주방가전,(TV_세일)○○ V**,○○○ 구입한게 벌써 세번째다.성능이 우수하고 무엇보다 사용이 간편하고 주방에 없어서는 안되는 필수품이다,쇼핑몰
7520,가전,주방가전,(TV_세일)○○ V**,도착해서  포장뜯어보니 충전재가 있어 흠집 없이 잘 왔네요. 디자인도  괜찮네요 직접 사용하니 작동도 잘 되네요,쇼핑몰
7521,가전,주방가전,(TV_세일)○○ V**,"디자인이 세련되고 사용이나 세척이 편리하네요. 
용기가 다양하게 들어 있으면 더 좋았겠지만 만족해요",쇼핑몰
7522,가전,주방가전,(TV_세일)○○ V**,"무거워서 팔이 불편한제겐 좀 힘드는네요
분쇄기능은  굿입미다~~^^",쇼핑몰
7523,가전,주방가전,(TV_세일)○○ V**,무게감있어서 묵직하네요 기능이 잘갈리고 가격도 적당하고 괜찮습니다,쇼핑몰
7524,가전,주방가전,(TV_세일)○○ V**,배소믄빠름 하나 카터기가 없어살짝  아쉬음 ~~ 딱 가격 만큼 ~~~만족~~~,쇼핑몰
7525,가전,주방가전,(TV_세일)○○ V**,"배송도빠르고 디자인도이쁘네요 심플하니
가격도저렴하게 잘샀습니다
많이파세요~~~~^^",쇼핑몰
7526,가전,주방가전,(TV_세일)○○ V**,"배송은 3일정도 걸린 거 같구요, 기존 믹서기 쓰다 ○○○ 쓰니까 세척도 편하고 용기도 아무데나 쓸 수 있어서 참 편하더라구요. 다만 작동할 때 소음이 커서 아쉬워요",쇼핑몰
7527,가전,주방가전,(TV_세일)○○ V**,"배송은굿 제품은 좋을꺼 같아요. 
그립갑은 좋아요 예전거보다요
가격은 비교해보니 딱 그정도였네요.",쇼핑몰
7528,가전,주방가전,(TV_세일)○○ V**,"배송이 생각보다 빨라서 김장할 때 쓸 수 있었어요 
소재가 티타늄 칼날이어서 그런지 잘 갈리네요
좀 무겁지만 익숙해지면 괜찮을 것 같아요",쇼핑몰
7529,가전,주방가전,(TV_세일)○○ V**,버튼을 계속 누르고있어야만 작동이돼서 손이 넘 아프네요  계속 손가락으로  쎄게 누르고있어야만 작동이 됩니다 왜 고정되는 버튼을 안만들었는지 의문입니다 나이드신분들은 힘들어서 사용하기 힘들거같아요.,쇼핑몰
7530,가전,주방가전,(TV_세일)○○ V**,"불필요한것없이 딱 필요한것만 들어있네요..간단하니 좋네요
근데 무거워요..싸게 잘산듯요..잘사용할게요
",쇼핑몰
7531,가전,주방가전,(TV_세일)○○ V**,블랙이 고급제요~ 모터는 좀약한듯~토마토 쥬스가 깔끔하게 안갈려요~기냥 쓸레요.,쇼핑몰
7532,가전,주방가전,(TV_세일)○○ V**,"파워가 세서 잘 갈려서 좋아요. 장시간 사용하면 전원이 자동 차단돼서 그게 좀 불편해요.
",쇼핑몰
7533,가전,주방가전,(TV_세일)○○ V**,"빠른배송에 세일기간에 구매하여 저렴하게 구매하였네요
용기구분없이 사용할수있는게 여러모로 좋아요
",쇼핑몰
7534,가전,주방가전,(TV_세일)○○ V**,"간단히 사용하기에는 편해서 좋아요. 그런데 좀 무거워서 오래 갈고 있긴 힘들어요.
또 마늘 갈때 너무 갈리다 보니 물이 생겨 번거로운데.. 아직 조작법을 잘 몰라서인지 조금 더 연습해야 할것 같긴합니다.",쇼핑몰
7535,가전,주방가전,(TV_세일)○○ V**,"사용하기 편하고 주방에 세워놓을수 있는 거치대가
있어서 편리하게 사용할 수 있습니다.",쇼핑몰
7536,가전,주방가전,(TV_세일)○○ V**,사용법도간단하고세척도간편해서자주이용하게됩니다.,쇼핑몰
7537,가전,주방가전,(TV_세일)○○ V**,"사용해보니 소음이 좀 커서 별로고, 단단한 야채류 다질 땐 너무 흔들려서 불편은 한 듯한데 이미 사용했으니  불편해도 할 수 없죠",쇼핑몰
7538,가전,주방가전,(TV_세일)○○ V**,"새것이라 좋아요~^^
 저령 하게  샀어요~
가격대비 마음에 쏙 들어요",쇼핑몰
7539,가전,주방가전,(TV_세일)○○ V**,"선물했는데  디자인이 심플하네요.
배송은  빠른편이고  작동도 잘  되는것 같아요.
기본에  충실한  것 같아요.",쇼핑몰
7540,가전,주방가전,(TV_세일)○○ V**,설명서에 컵뚜껑포함이라고있는데 컵뚜껑이안왔네요  세련된 디자인이 마음에듭니다,쇼핑몰
7541,가전,주방가전,(TV_세일)○○ V**,"성능은 좋은데  무게가 무겁고  버튼 누르기가  불편해요
이것만시정하면 좋을든 
성능은 참 좋아요",쇼핑몰
7542,가전,주방가전,(TV_세일)○○ V**,"세일해서 싸게 구매 했는데요
비싸게 주고 산것보다 기능이 좀 약하네요
",쇼핑몰
7543,가전,주방가전,(TV_세일)○○ V**,"싸게 사서 좋고 이뻐서 좋고 편리하게 잘 갈려서 좋아요.
세척도 편하고 거치대에 턱 세워놓으니 넘넘 맘에 들고 좋아요.",쇼핑몰
7544,가전,주방가전,(TV_세일)○○ V**,쓸데없는 구성품없어 좋고 가격에 맞게 딱 필요한것만 오니까 좋아요.,쇼핑몰
7545,가전,주방가전,(TV_세일)○○ V**,아주 오래전부터 엄마가 주방에서 사용하시는걸 보고 자랐는데 지금은 주부 9년차 된 제가 이 제품을 사용하게 되네요^^ 특가로 저렴하게 살수 있길래 이번 기회에 부모님 드릴것도 같이 2개 구매했어요~ 매일매일 편하게 잘 사용 중입니다.,쇼핑몰
7546,가전,주방가전,(TV_세일)○○ V**,어머님필요하시다하여 구매했어요 가격도좋고 사용법간단하고 세척도 쉽다하시네요,쇼핑몰
7547,가전,주방가전,(TV_세일)○○ V**,"역시 조작도 편하고 갈기 좋아요.
뜨겁던 얼었던 용기가 작던,크던..
제일좋은건 죽 끓이고 잘게 적당히만 갈기에 너무좋아요. 진짜 이 부분 최고!
그리고 뭤보다 세척 진짜 편해요. 
내구성도 좋고 튼튼하고 암튼 다 좋습니다.
",쇼핑몰
7548,가전,주방가전,(TV_세일)○○ V**,"예전보다 마력이 좋아 빨리 곱게 갈아지고 디자인도 더 세련되었네요.
",쇼핑몰
7549,가전,주방가전,(TV_세일)○○ V**,"예전부터 사용해보고 싶어서 눈여겨보다 이번에 나온 상품 디자인에 반해 구입했네요.
잣동도 잘되고 편리한것 같아요.

",쇼핑몰
7550,가전,주방가전,(TV_세일)○○ V**,오래전부터 사고 싶었는데 싸게 잘 구입했어요. 용기를 가리지 않으니 좋아요,쇼핑몰
7551,가전,주방가전,(TV_세일)○○ V**,용기가커서 편리하게  많은양도 부담없이 잘사용하고 있답니다,쇼핑몰
7552,가전,주방가전,(TV_세일)○○ V**,"잘 갈리고 좋아요..
무엇보다 다쓰고 난 후 보관하기가 넘 간편해서 조아요",쇼핑몰
7553,가전,주방가전,(TV_세일)○○ V**,"OOO은 다지기의 강자죠 그래서 구입결정
빠르게 잘받았구요  콩을 갈았는데 아직은 툰가봐요
좀 머들거리네요",쇼핑몰
7554,가전,주방가전,(TV_세일)○○ V**,"저렴하게 잘 구매했어요~ 써 보니 편리하고 좋아요~ 잘 사용할께요^^ 마니마니 파세요~~
",쇼핑몰
7555,가전,주방가전,(TV_세일)○○ V**,"저렴한 가격에 잘샀어요
생각보다 작은 용기에선 다튀고 불편해요
방송서 나오는대로는 아닌거 같네요",쇼핑몰
7556,가전,주방가전,(TV_세일)○○ V**,적립금 쓸 곳이 없어서 합쳐서 사니까 싸고 또 적립금도 20프로 주니 괜찮네요 성능도 괜찮은 것 같아요,쇼핑몰
7557,가전,주방가전,(TV_세일)○○ V**,전에 쓰던게 고장나서 다시 구매했어요~~예전보다 가볍고 쓰기 편하네요,쇼핑몰
7558,가전,주방가전,(TV_세일)○○ V**,"좀 무겁고  힘이 들어가네요~
요리책자가 없어서 아쉽네요,,",쇼핑몰
7559,가전,주방가전,(TV_세일)○○ V**,"좋은 가격에 좋은 상품 구매했습니다.
선물 드렸는데 퀄리티에 대만족이라고 하시네요!",쇼핑몰
